Parm	or	lowor	upor	imod	pr_seed	mi_seed
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	123456	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	123456	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	123456	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	123456	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	123456	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	123456	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	123456	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	123456	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	123456	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	1234567	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	1234567	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	1234567	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	1234567	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	1234567	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	1234567	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	1234567	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	1234567	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	1234567	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	1234567	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	1234567	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	1234567	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	1234567	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	1234567	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	1234567	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	1234567	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	1234567	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	1234567	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	7	1234567	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	7	1234567	524239
RA_GRP_EXP	3.0274070995	1.450714286	6.317711099	8	123	524230
RA_GRP_S8	2.39878304	1.1060815617	5.2022927355	8	123	524230
RA_GRP_EXP	3.0813370049	1.4375378317	6.60479156	8	123	524231
RA_GRP_S8	2.4225547164	1.1281052284	5.2023261716	8	123	524231
RA_GRP_EXP	3.1586510539	1.5172121144	6.5759272453	8	123	524232
RA_GRP_S8	2.3508415619	1.0791246798	5.1212396053	8	123	524232
RA_GRP_EXP	2.4822580344	1.1832088609	5.2075378681	8	123	524233
RA_GRP_S8	1.8914585284	0.8358332223	4.2802981137	8	123	524233
RA_GRP_EXP	3.0223432251	1.3605580357	6.7138323619	8	123	524234
RA_GRP_S8	2.2195204972	0.9450547577	5.2126833896	8	123	524234
RA_GRP_EXP	2.1547912294	0.9645463657	4.8137916513	8	123	524235
RA_GRP_S8	2.3628609478	1.0823883931	5.1581409171	8	123	524235
RA_GRP_EXP	2.001533609	0.9221863385	4.3441727782	8	123	524236
RA_GRP_S8	2.2328978251	1.044829371	4.7719109319	8	123	524236
RA_GRP_EXP	2.3177329355	0.9877078822	5.4387395879	8	123	524237
RA_GRP_S8	2.3092395869	1.0115020852	5.2719490628	8	123	524237
RA_GRP_EXP	2.2243482806	0.989536217	5.0000446556	8	123	524238
RA_GRP_S8	2.378869199	1.1071805036	5.1111979009	8	123	524238
RA_GRP_EXP	1.9997371037	0.9053753934	4.4168954813	8	123	524239
RA_GRP_S8	2.2600171442	1.073535715	4.7578086325	8	123	524239
RA_GRP_EXP	3.3170159699	1.6277729414	6.759293428	8	1234	524230
RA_GRP_S8	2.2231185153	1.0276335576	4.8093563083	8	1234	524230
RA_GRP_EXP	3.3958324129	1.6439071894	7.0147985547	8	1234	524231
RA_GRP_S8	2.2348431658	1.0586261898	4.7179297318	8	1234	524231
RA_GRP_EXP	3.4507003908	1.6890839096	7.0495806155	8	1234	524232
RA_GRP_S8	2.185123934	1.0052789778	4.7496930825	8	1234	524232
RA_GRP_EXP	2.6928615357	1.3052119785	5.5558050106	8	1234	524233
RA_GRP_S8	1.7395791994	0.7656312775	3.9524714832	8	1234	524233
RA_GRP_EXP	3.2548993523	1.478002829	7.1680307952	8	1234	524234
RA_GRP_S8	2.031987294	0.8788455203	4.6981776293	8	1234	524234
RA_GRP_EXP	2.4809013369	1.1442637741	5.3788921603	8	1234	524235
RA_GRP_S8	2.1999968245	1.0327284223	4.6866009719	8	1234	524235
RA_GRP_EXP	2.3253964894	1.1017085772	4.9082569972	8	1234	524236
RA_GRP_S8	2.0845181236	0.9780592327	4.442691876	8	1234	524236
RA_GRP_EXP	2.5797908068	1.1468526386	5.8031174911	8	1234	524237
RA_GRP_S8	2.1438294326	0.9461071836	4.8578054534	8	1234	524237
RA_GRP_EXP	2.6015585971	1.1960763783	5.6585910873	8	1234	524238
RA_GRP_S8	2.1728366807	1.0218691977	4.6201796192	8	1234	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	1234	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	1234	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	12345	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	12345	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	12345	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	12345	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	12345	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	12345	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	12345	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	12345	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	12345	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	12345	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	12345	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	12345	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	12345	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	12345	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	12345	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	12345	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	12345	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	12345	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	12345	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	12345	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	123456	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	123456	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	123456	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	123456	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	123456	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	123456	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	123456	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	123456	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	123456	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	123456	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	123456	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	123456	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	123456	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	123456	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	123456	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	123456	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	123456	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	123456	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	123456	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	123456	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	1234567	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	1234567	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	1234567	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	1234567	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	1234567	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	1234567	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	1234567	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	1234567	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	1234567	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	1234567	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	1234567	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	1234567	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	1234567	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	1234567	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	1234567	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	1234567	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	1234567	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	1234567	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	8	1234567	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	8	1234567	524239
RA_GRP_EXP	2.1100034444	0.9575423808	4.6495221775	9	123	524230
RA_GRP_S8	2.3873045045	1.1079427845	5.1439685125	9	123	524230
RA_GRP_EXP	2.1612221306	0.961770006	4.8565468549	9	123	524231
RA_GRP_S8	2.465276057	1.1519592528	5.2758689361	9	123	524231
RA_GRP_EXP	2.2000853552	1.0186840791	4.751596368	9	123	524232
RA_GRP_S8	2.3086761637	1.0841810424	4.9161398516	9	123	524232
RA_GRP_EXP	1.7125947406	0.7952668835	3.68804587	9	123	524233
RA_GRP_S8	1.8272701593	0.7870006086	4.2425840572	9	123	524233
RA_GRP_EXP	2.028286778	0.8655064313	4.7532255162	9	123	524234
RA_GRP_S8	2.1902407687	0.9396029434	5.1055125559	9	123	524234
RA_GRP_EXP	2.0302731747	0.9264338391	4.4493292341	9	123	524235
RA_GRP_S8	2.3278078195	1.0754642813	5.0384650973	9	123	524235
RA_GRP_EXP	1.9925819247	0.9234421075	4.2995469822	9	123	524236
RA_GRP_S8	2.1973230024	1.0357413202	4.6616160645	9	123	524236
RA_GRP_EXP	2.1106636551	0.919281124	4.8460704227	9	123	524237
RA_GRP_S8	2.2752545861	1.004073489	5.1557814126	9	123	524237
RA_GRP_EXP	2.1762193709	0.9891532803	4.7878633619	9	123	524238
RA_GRP_S8	2.3054324242	1.082894779	4.9081579904	9	123	524238
RA_GRP_EXP	1.9400671624	0.9061865483	4.1535162948	9	123	524239
RA_GRP_S8	2.2831121392	1.0836694218	4.8101394537	9	123	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	12345	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	12345	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	12345	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	12345	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	12345	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	12345	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	12345	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	12345	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	12345	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	12345	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	12345	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	12345	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	12345	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	12345	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	12345	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	12345	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	12345	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	12345	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	12345	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	12345	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	123456	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	123456	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	123456	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	123456	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	123456	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	123456	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	123456	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	123456	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	123456	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	123456	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	123456	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	123456	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	123456	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	123456	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	123456	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	123456	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	123456	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	123456	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	123456	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	123456	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234567	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234567	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234567	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234567	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234567	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234567	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234567	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234567	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234567	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234567	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234567	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234567	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234567	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234567	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234567	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234567	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234567	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234567	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	9	1234567	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	9	1234567	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	12345	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	12345	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	12345	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	12345	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	12345	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	12345	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	12345	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	12345	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	12345	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	12345	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	12345	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	12345	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	12345	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	12345	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	12345	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	12345	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	12345	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	12345	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	12345	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	12345	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123456	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123456	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123456	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123456	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123456	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123456	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123456	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123456	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123456	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123456	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123456	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123456	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123456	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123456	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123456	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123456	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123456	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123456	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	123456	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	123456	524239
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234567	524230
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234567	524230
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234567	524231
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234567	524231
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234567	524232
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234567	524232
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234567	524233
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234567	524233
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234567	524234
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234567	524234
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234567	524235
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234567	524235
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234567	524236
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234567	524236
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234567	524237
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234567	524237
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234567	524238
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234567	524238
RA_GRP_EXP	2.2208967507	1.0329869672	4.774873773	A	1234567	524239
RA_GRP_S8	2.1005642496	0.9906696601	4.4539268178	A	1234567	524239
